Random State,Accuracy,Precision,Recall,F1 Score
500,0.6851851851851852,0.7043350168350168,0.6851851851851852,0.6829109811565951
1000,0.7037037037037037,0.7293570626903961,0.7037037037037037,0.7004342273307791
5000,0.6481481481481481,0.6751089324618736,0.6481481481481481,0.6426713811701705
10000,0.6481481481481481,0.6751089324618736,0.6481481481481481,0.6426713811701705
