,0,1,2
0,10.0,0.0,0.0
1,39.0,0.0,0.0
2,38.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,25.0,0.0,0.0
6,15.0,0.0,0.0
7,0.0,0.0,0.0
8,38.0,0.0,0.0
9,10.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,23.0,0.0,0.0
13,58.0,1.0,0.05488096966177963
14,0.0,0.0,0.0
15,25.0,0.0,0.0
16,0.0,0.0,0.0
17,41.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,62.0,0.0,0.0
21,12.0,0.0,0.0
22,0.0,0.0,0.0
23,13.0,0.0,0.0
24,52.0,0.0,0.0
25,26.0,0.0,0.0
26,11.0,0.0,0.0
27,48.0,0.0,0.0
28,22.0,0.0,0.0
29,28.0,0.0,0.0
30,23.0,0.0,0.0
31,52.0,0.0,0.0
32,13.0,0.0,0.0
33,25.0,0.0,0.0
34,0.0,0.0,0.0
35,43.0,1.0,0.04457486605738957
36,0.0,0.0,0.0
37,25.0,1.0,0.04187762367469143
38,0.0,0.0,0.0
39,39.0,1.0,0.058769513314967714
40,0.0,0.0,0.0
41,5.0,0.0,0.0
42,0.0,0.0,0.0
43,40.0,0.0,0.0
44,26.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,38.0,0.0,0.0
48,0.0,0.0,0.0
49,17.0,0.0,0.0
50,34.0,0.0,0.0
51,3.0,0.0,0.0
52,25.0,0.0,0.0
53,56.0,2.0,0.04528009178205006
54,18.0,0.0,0.0
55,25.0,0.0,0.0
56,53.0,0.0,0.0
57,17.0,0.0,0.0
58,0.0,0.0,0.0
59,47.0,0.0,0.0
60,25.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,13.0,1.0,0.022047910946476346
64,11.0,0.0,0.0
65,0.0,0.0,0.0
66,57.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,2.0,0.0,0.0
70,12.0,0.0,0.0
71,52.0,1.0,0.03466709179693972
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,48.0,1.0,0.06654602887889743
75,2.0,0.0,0.0
76,23.0,0.0,0.0
77,22.0,0.0,0.0
78,12.0,0.0,0.0
79,28.0,0.0,0.0
80,3.0,0.0,0.0
81,56.0,0.0,0.0
82,0.0,0.0,0.0
83,2.0,0.0,0.0
84,0.0,0.0,0.0
85,6.0,0.0,0.0
86,29.0,0.0,0.0
87,8.0,0.0,0.0
88,26.0,0.0,0.0
89,14.0,0.0,0.0
90,17.0,0.0,0.0
91,29.0,1.0,0.03674333488822712
92,28.0,0.0,0.0
93,0.0,0.0,0.0
94,22.0,0.0,0.0
95,22.0,0.0,0.0
96,20.0,0.0,0.0
97,0.0,0.0,0.0
98,21.0,0.0,0.0
99,2.0,0.0,0.0
100,24.0,0.0,0.0
101,0.0,0.0,0.0
102,3.0,1.0,0.5
103,23.0,0.0,0.0
104,0.0,0.0,0.0
105,2.0,0.0,0.0
106,32.0,0.0,0.0
107,0.0,0.0,0.0
108,41.0,0.0,0.0
109,40.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,63.0,0.0,0.0
114,21.0,0.0,0.0
115,0.0,0.0,0.0
116,1.0,0.0,0.0
117,25.0,1.0,0.09158296249205351
118,0.0,0.0,0.0
119,0.0,0.0,0.0
120,0.0,0.0,0.0
121,37.0,0.0,0.0
122,36.0,0.0,0.0
123,8.0,0.0,0.0
124,28.0,0.0,0.0
125,0.0,0.0,0.0
126,51.0,0.0,0.0
127,0.0,0.0,0.0
128,25.0,0.0,0.0
129,0.0,0.0,0.0
130,40.0,1.0,0.06861348528015192
131,50.0,1.0,0.03211357577586657
132,15.0,0.0,0.0
133,25.0,2.0,0.8194444444444444
134,0.0,0.0,0.0
135,21.0,1.0,0.09581198734637875
136,0.0,0.0,0.0
137,0.0,0.0,0.0
138,23.0,0.0,0.0
139,21.0,0.0,0.0
140,28.0,1.0,0.06405273586343557
141,0.0,0.0,0.0
142,25.0,0.0,0.0
143,7.0,0.0,0.0
144,2.0,0.0,0.0
145,22.0,0.0,0.0
146,30.0,0.0,0.0
147,15.0,0.0,0.0
148,28.0,0.0,0.0
149,0.0,0.0,0.0
150,0.0,0.0,0.0
151,0.0,0.0,0.0
152,26.0,0.0,0.0
153,43.0,1.0,0.17999999999999994
154,0.0,0.0,0.0
155,40.0,0.0,0.0
156,0.0,0.0,0.0
157,0.0,0.0,0.0
158,33.0,0.0,0.0
159,54.0,0.0,0.0
160,0.0,0.0,0.0
161,2.0,0.0,0.0
162,0.0,0.0,0.0
163,49.0,0.0,0.0
164,0.0,0.0,0.0
165,60.0,0.0,0.0
166,24.0,0.0,0.0
167,38.0,0.0,0.0
168,2.0,0.0,0.0
169,40.0,0.0,0.0
170,0.0,0.0,0.0
171,21.0,0.0,0.0
172,0.0,0.0,0.0
173,3.0,0.0,0.0
174,28.0,0.0,0.0
175,0.0,0.0,0.0
176,36.0,0.0,0.0
177,19.0,0.0,0.0
178,13.0,0.0,0.0
179,25.0,0.0,0.0
180,25.0,1.0,0.07861394557823131
181,0.0,0.0,0.0
182,21.0,0.0,0.0
183,0.0,0.0,0.0
184,5.0,0.0,0.0
185,35.0,0.0,0.0
186,0.0,0.0,0.0
187,44.0,0.0,0.0
188,62.0,1.0,0.40816326530612246
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,64.0,0.0,0.0
192,0.0,0.0,0.0
193,46.0,1.0,0.039171753071158194
194,50.0,0.0,0.0
195,23.0,0.0,0.0
196,16.0,0.0,0.0
197,0.0,0.0,0.0
198,25.0,1.0,0.15651010701545776
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,44.0,0.0,0.0
202,47.0,1.0,0.09072978303747518
203,25.0,1.0,0.04066372610796039
204,15.0,0.0,0.0
205,0.0,0.0,0.0
206,30.0,0.0,0.0
207,28.0,0.0,0.0
208,72.0,1.0,0.31999999999999984
209,27.0,0.0,0.0
210,12.0,0.0,0.0
211,60.0,1.0,0.48
212,0.0,0.0,0.0
213,0.0,0.0,0.0
214,20.0,0.0,0.0
215,0.0,0.0,0.0
216,0.0,0.0,0.0
217,24.0,0.0,0.0
218,10.0,0.0,0.0
219,28.0,0.0,0.0
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,3.0,0.0,0.0
223,16.0,0.0,0.0
224,0.0,0.0,0.0
225,52.0,0.0,0.0
226,5.0,0.0,0.0
227,73.0,1.0,0.28071833648393185
228,0.0,0.0,0.0
229,52.0,0.0,0.0
230,18.0,0.0,0.0
231,33.0,0.0,0.0
232,0.0,0.0,0.0
233,44.0,0.0,0.0
234,48.0,1.0,0.05985707567351589
235,0.0,0.0,0.0
236,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
239,5.0,0.0,0.0
240,0.0,0.0,0.0
241,0.0,0.0,0.0
242,12.0,0.0,0.0
243,25.0,0.0,0.0
244,39.0,0.0,0.0
245,12.0,0.0,0.0
246,49.0,0.0,0.0
247,25.0,0.0,0.0
248,0.0,0.0,0.0
249,31.0,0.0,0.0
250,0.0,0.0,0.0
251,0.0,0.0,0.0
252,50.0,0.0,0.0
253,8.0,0.0,0.0
254,27.0,1.0,0.4444444444444444
255,4.0,0.0,0.0
256,19.0,0.0,0.0
257,0.0,0.0,0.0
258,21.0,0.0,0.0
259,6.0,0.0,0.0
260,0.0,0.0,0.0
261,14.0,0.0,0.0
262,69.0,0.0,0.0
263,0.0,0.0,0.0
264,23.0,0.0,0.0
265,37.0,0.0,0.0
266,41.0,0.0,0.0
267,0.0,0.0,0.0
268,8.0,0.0,0.0
269,29.0,0.0,0.0
270,52.0,0.0,0.0
271,0.0,0.0,0.0
272,5.0,0.0,0.0
273,0.0,0.0,0.0
274,16.0,0.0,0.0
275,0.0,0.0,0.0
276,0.0,0.0,0.0
277,0.0,0.0,0.0
278,0.0,0.0,0.0
279,0.0,0.0,0.0
280,25.0,0.0,0.0
281,69.0,0.0,0.0
282,25.0,0.0,0.0
283,0.0,0.0,0.0
284,13.0,0.0,0.0
285,24.0,0.0,0.0
286,23.0,1.0,0.02856542743121193
287,23.0,0.0,0.0
288,39.0,0.0,0.0
289,21.0,0.0,0.0
290,0.0,0.0,0.0
291,5.0,0.0,0.0
292,0.0,0.0,0.0
293,6.0,0.0,0.0
294,0.0,0.0,0.0
295,37.0,0.0,0.0
296,15.0,1.0,0.4444444444444444
297,43.0,1.0,0.039595959595959684
298,9.0,0.0,0.0
299,25.0,0.0,0.0
300,16.0,0.0,0.0
301,50.0,0.0,0.0
302,36.0,0.0,0.0
303,0.0,0.0,0.0
304,0.0,0.0,0.0
305,47.0,0.0,0.0
306,0.0,0.0,0.0
307,23.0,1.0,0.08920894595005169
308,0.0,0.0,0.0
309,53.0,1.0,0.050522872908508376
310,22.0,0.0,0.0
311,34.0,1.0,0.08317580340264641
312,0.0,0.0,0.0
313,16.0,0.0,0.0
314,0.0,0.0,0.0
315,2.0,0.0,0.0
316,1.0,0.0,0.0
317,38.0,0.0,0.0
318,41.0,0.0,0.0
319,20.0,0.0,0.0
320,22.0,0.0,0.0
321,68.0,0.0,0.0
322,15.0,0.0,0.0
323,38.0,0.0,0.0
324,11.0,0.0,0.0
325,14.0,0.0,0.0
326,17.0,0.0,0.0
327,47.0,0.0,0.0
328,29.0,0.0,0.0
329,18.0,0.0,0.0
330,8.0,0.0,0.0
331,0.0,0.0,0.0
332,0.0,0.0,0.0
333,0.0,0.0,0.0
334,21.0,1.0,0.03224939532383764
335,13.0,0.0,0.0
336,1.0,0.0,0.0
337,0.0,0.0,0.0
338,0.0,0.0,0.0
339,39.0,1.0,0.22500000000000003
340,11.0,0.0,0.0
341,22.0,1.0,0.48979591836734704
342,0.0,0.0,0.0
343,25.0,0.0,0.0
344,0.0,0.0,0.0
345,0.0,0.0,0.0
346,21.0,2.0,0.33221668569846685
347,0.0,0.0,0.0
348,0.0,0.0,0.0
349,0.0,0.0,0.0
350,16.0,0.0,0.0
351,78.0,0.0,0.0
352,0.0,0.0,0.0
353,37.0,0.0,0.0
354,0.0,0.0,0.0
355,0.0,0.0,0.0
356,23.0,0.0,0.0
357,18.0,1.0,0.16528925619834722
358,0.0,0.0,0.0
359,0.0,0.0,0.0
360,0.0,0.0,0.0
361,4.0,0.0,0.0
362,0.0,0.0,0.0
363,0.0,0.0,0.0
364,0.0,0.0,0.0
365,50.0,0.0,0.0
366,24.0,0.0,0.0
367,1.0,0.0,0.0
368,22.0,0.0,0.0
369,0.0,0.0,0.0
370,59.0,0.0,0.0
371,0.0,0.0,0.0
372,0.0,0.0,0.0
373,21.0,0.0,0.0
374,45.0,1.0,0.0755102040816327
375,20.0,1.0,0.048091720529393645
